ReportID,SalesPersonID,ProductID,Quantity,TotalSalesValue,Suspicious
Rep23155,C21740,PR6629,111,1090,indeterminate
Rep23156,C22272,PR6278,151,1510,indeterminate
Rep23157,C22272,PR6284,1438,14805,indeterminate
Rep23158,C22272,PR6144,1111,9415,No
Rep23159,C22272,PR6253,103,1230,indeterminate
Rep23160,C22272,PR6140,191,2460,indeterminate
Rep23161,C22272,PR6253,93,1040,indeterminate
Rep23162,C22272,PR6278,189,1995,indeterminate
Rep23163,C22272,PR6144,120,2030,indeterminate
Rep23164,C22272,PR6140,105,1085,indeterminate
Rep23165,C22272,PR6278,336,4975,indeterminate
Rep23166,C22272,PR6278,1438,13480,indeterminate
Rep23167,C22272,PR6284,4761,35900,indeterminate
Rep23168,C22272,PR6278,221,2655,indeterminate
Rep23169,C22272,PR6142,830,5435,indeterminate
Rep23170,C22272,PR6144,1032,8650,No
Rep23171,C22272,PR6142,400,3035,indeterminate
Rep23172,C22272,PR6278,151,1510,indeterminate
Rep23173,C22272,PR6144,148,2315,No
Rep23174,C22272,PR6278,718,11215,indeterminate
Rep23175,C22272,PR6288,155,1485,indeterminate
Rep23176,C22272,PR6144,3615,28915,indeterminate
Rep23177,C22272,PR6144,1090,9805,indeterminate
Rep23178,C22272,PR6140,2850,19495,indeterminate
Rep23179,C22272,PR6284,1301,15145,indeterminate
Rep23180,C22272,PR6253,116,1990,indeterminate
Rep23181,C22272,PR6142,865,6655,indeterminate
Rep23182,C22272,PR6288,105,1085,indeterminate
Rep23183,C22272,PR6144,347,1845,indeterminate
Rep23184,C22272,PR6144,1398,9285,indeterminate
Rep23185,C22272,PR6140,963,3375,indeterminate
Rep23186,C22272,PR6140,167,2130,indeterminate
Rep23187,C22272,PR6142,380,3025,indeterminate
Rep23188,C22272,PR6142,195,1555,indeterminate
Rep23189,C22272,PR6284,646,8415,indeterminate
Rep23190,C22272,PR6144,198,2960,indeterminate
Rep23191,C22272,PR6140,177,1995,indeterminate
Rep23192,C22272,PR6140,11488,19860,indeterminate
Rep23193,C22272,PR6142,830,5435,indeterminate
Rep23194,C22272,PR6142,400,3035,indeterminate
Rep23195,C22272,PR6142,127,1150,indeterminate
Rep23196,C22272,PR6140,191,2460,indeterminate
Rep23197,C22272,PR6284,1276,14035,indeterminate
Rep23198,C22272,PR6142,830,5435,indeterminate
Rep23199,C22272,PR6253,103,1230,indeterminate
Rep23200,C22272,PR6284,4893,33490,indeterminate
Rep23201,C22272,PR6140,191,2460,indeterminate
Rep23202,C22272,PR6288,138,1350,indeterminate
Rep23203,C22272,PR6284,1301,15145,indeterminate
Rep23204,C22272,PR6140,131,1435,indeterminate
Rep23205,C22272,PR6142,292,2915,indeterminate
Rep23206,C22272,PR6144,123,1625,indeterminate
Rep23207,C22272,PR6142,400,3035,indeterminate
Rep23208,C22272,PR6144,1398,9285,indeterminate
Rep23209,C22272,PR6144,347,1845,indeterminate
Rep23210,C22272,PR6144,3416,31015,indeterminate
Rep23211,C22272,PR6142,935,6895,indeterminate
Rep23212,C22272,PR6142,102,1010,indeterminate
Rep23213,C22272,PR6144,112,1070,indeterminate
Rep23214,C22272,PR6144,2758,1180,indeterminate
Rep23215,C22272,PR6142,735,8385,indeterminate
Rep23216,C22272,PR6284,2916,29700,indeterminate
Rep23217,C22272,PR6284,2895,30000,indeterminate
Rep23218,C22272,PR6278,151,1510,indeterminate
Rep23219,C22272,PR6288,138,1350,indeterminate
Rep23220,C22272,PR6253,141,4060,No
Rep23221,C22272,PR6144,112,1070,indeterminate
Rep23222,C22272,PR6140,218,2545,indeterminate
Rep23223,C22272,PR6144,112,1070,indeterminate
Rep23224,C22272,PR6144,347,1845,indeterminate
Rep23225,C22272,PR6278,1167,13320,indeterminate
Rep23226,C22272,PR6142,671,4905,indeterminate
Rep23227,C22272,PR6144,1398,9285,indeterminate
Rep23228,C22272,PR6284,1301,15145,indeterminate
Rep23229,C22272,PR6278,534,7100,indeterminate
Rep23230,C22176,PR6144,11299,75092,Yes
Rep23231,C22176,PR6144,12593,39510,indeterminate
Rep23232,C22176,PR6140,1381,10925,indeterminate
Rep23233,C22176,PR6141,381,1645,indeterminate
Rep23234,C22176,PR6144,1296,3670,indeterminate
Rep23235,C22176,PR6141,1977,5710,indeterminate
Rep23236,C22176,PR6144,8011,27160,indeterminate
Rep23237,C22176,PR6140,1323,10415,indeterminate
Rep23238,C22176,PR6140,1345,10640,indeterminate
Rep23239,C22176,PR6141,1254,2385,indeterminate
Rep23240,C22176,PR6161,2781,24775,indeterminate
Rep23241,C21899,PR6616,130,1195,indeterminate
Rep23242,C21899,PR6175,211,3150,indeterminate
Rep23243,C21899,PR6245,111,3040,indeterminate
Rep23244,C21899,PR6241,104,1155,indeterminate
Rep23245,C21899,PR6222,291,3830,indeterminate
Rep23246,C21899,PR6245,105,1770,indeterminate
Rep23247,C21899,PR6245,1140,23310,indeterminate
Rep23248,C21899,PR6245,114,1495,indeterminate
Rep23249,C21899,PR6245,110,1315,indeterminate
Rep23250,C21899,PR6221,115,1705,indeterminate
Rep23251,C21899,PR6142,641,3300,indeterminate
Rep23252,C21899,PR6142,16482,14770,indeterminate
Rep23253,C21899,PR6221,127,1230,indeterminate
Rep23254,C21899,PR6222,103,1075,indeterminate
Rep23255,C21899,PR6222,213,3055,indeterminate
Rep23256,C21899,PR6245,1167,71385,indeterminate
Rep23257,C21899,PR6616,142,1170,indeterminate
Rep23258,C21899,PR6245,278,3955,indeterminate
Rep23259,C21899,PR6245,647,8955,indeterminate
Rep23260,C21899,PR6142,350,2955,indeterminate
Rep23261,C21899,PR6222,108,1210,indeterminate
Rep23262,C21899,PR6245,110,1430,indeterminate
Rep23263,C21899,PR6245,433,4165,indeterminate
Rep23264,C21899,PR6616,203,2090,indeterminate
Rep23265,C21899,PR6222,172,2075,indeterminate
Rep23266,C21899,PR6222,110,1305,indeterminate
Rep23267,C21899,PR6245,3520,68805,indeterminate
Rep23268,C21899,PR6245,115,1100,indeterminate
Rep23269,C21899,PR6222,141,1705,indeterminate
Rep23270,C21899,PR6245,103,1530,indeterminate
Rep23271,C21899,PR6142,3600,20350,indeterminate
Rep23272,C21899,PR6246,389,3550,indeterminate
Rep23273,C21899,PR6222,129,1795,indeterminate
Rep23274,C21899,PR6222,103,1140,indeterminate
Rep23275,C21899,PR6245,458,7620,indeterminate
Rep23276,C21899,PR6245,275,4080,indeterminate
Rep23277,C21899,PR6616,110,1215,indeterminate
Rep23278,C21899,PR6175,232,3760,indeterminate
Rep23279,C21899,PR6616,454,3215,indeterminate
Rep23280,C21899,PR6142,1563,9330,indeterminate
Rep23281,C21899,PR6245,230,2915,indeterminate
Rep23282,C21899,PR6221,112,1845,indeterminate
Rep23283,C21899,PR6245,192,2530,indeterminate
Rep23284,C21899,PR6222,163,2480,indeterminate
Rep23285,C21899,PR6245,101,1090,indeterminate
Rep23286,C21899,PR6245,333,2995,indeterminate
Rep23287,C21899,PR6245,106,1480,indeterminate
Rep23288,C21899,PR6142,4022,22780,indeterminate
Rep23289,C21899,PR6245,771,7815,indeterminate
Rep23290,C21899,PR6245,177,3985,indeterminate
Rep23291,C21899,PR6245,472,15320,indeterminate
Rep23292,C22347,PR6161,110,1310,indeterminate
Rep23293,C22347,PR6161,101,1100,indeterminate
Rep23294,C22347,PR6161,110,1155,indeterminate
Rep23295,C22347,PR6143,135,1830,indeterminate
Rep23296,C22347,PR6161,338,2075,indeterminate
Rep23297,C22347,PR6161,170,1925,indeterminate
Rep23298,C22347,PR6161,102,1030,indeterminate
Rep23299,C22347,PR6161,102,1350,indeterminate
Rep23300,C22347,PR6161,256,4545,indeterminate
Rep23301,C22347,PR6161,128,1320,indeterminate
Rep23302,C22347,PR6161,101,1135,indeterminate
Rep23303,C22347,PR6161,109,1170,indeterminate
Rep23304,C22347,PR6161,119,1395,indeterminate
Rep23305,C22347,PR6161,108,1160,indeterminate
Rep23306,C22347,PR6143,1385,8155,indeterminate
Rep23307,C22347,PR6143,111,1040,indeterminate
Rep23308,C22347,PR6161,104,1100,indeterminate
Rep23309,C22347,PR6161,99,1100,indeterminate
Rep23310,C22347,PR6161,107,1275,indeterminate
Rep23311,C22347,PR6161,103,1140,indeterminate
Rep23312,C22347,PR6143,123,1270,indeterminate
Rep23313,C22347,PR6161,118,1545,indeterminate
Rep23314,C22347,PR6161,115,1230,indeterminate
Rep23315,C22347,PR6161,105,1120,indeterminate
Rep23316,C22347,PR6161,108,1450,indeterminate
Rep23317,C22347,PR6161,114,1255,indeterminate
Rep23318,C22347,PR6161,213,3930,indeterminate
Rep23319,C22347,PR6161,109,1160,indeterminate
Rep23320,C22347,PR6161,195,2725,indeterminate
Rep23321,C22347,PR6161,102,2110,indeterminate
Rep23322,C22347,PR6161,141,2220,indeterminate
Rep23323,C22347,PR6161,144,1595,indeterminate
Rep23324,C22347,PR6161,102,1085,indeterminate
Rep23325,C22347,PR6143,905,5350,indeterminate
Rep23326,C22347,PR6161,185,2645,indeterminate
Rep23327,C22347,PR6143,1208,6875,indeterminate
Rep23328,C22347,PR6161,173,1835,indeterminate
Rep23329,C22347,PR6161,137,3105,indeterminate
Rep23330,C22347,PR6161,132,1400,indeterminate
Rep23331,C22347,PR6161,102,1070,indeterminate
Rep23332,C22347,PR6143,328,2875,indeterminate
Rep23333,C22347,PR6161,120,1280,indeterminate
Rep23334,C22347,PR6161,191,2785,indeterminate
Rep23335,C22347,PR6161,119,1190,indeterminate
Rep23336,C22347,PR6161,91,1005,indeterminate
Rep23337,C22347,PR6143,1078,7055,indeterminate
Rep23338,C22347,PR6161,130,1405,indeterminate
Rep23339,C22347,PR6161,124,1190,indeterminate
Rep23340,C22347,PR6161,118,1190,indeterminate
Rep23341,C22347,PR6143,875,4870,indeterminate
Rep23342,C22347,PR6161,112,1190,indeterminate
Rep23343,C22347,PR6161,100,1140,indeterminate
Rep23344,C22347,PR6161,110,1205,indeterminate
Rep23345,C22347,PR6161,139,1865,indeterminate
Rep23346,C22347,PR6161,105,1155,indeterminate
Rep23347,C22347,PR6143,121,2205,indeterminate
Rep23348,C22347,PR6161,115,1365,indeterminate
Rep23349,C22347,PR6161,117,1305,indeterminate
Rep23350,C22347,PR6143,1238,8375,indeterminate
Rep23351,C22347,PR6161,114,1335,indeterminate
Rep23352,C22347,PR6161,115,1215,indeterminate
Rep23353,C22347,PR6161,112,1125,indeterminate
Rep23354,C22347,PR6161,126,1200,indeterminate
Rep23355,C22347,PR6161,92,1025,indeterminate
Rep23356,C22347,PR6161,118,2045,indeterminate
Rep23357,C22347,PR6161,108,1175,indeterminate
Rep23358,C22347,PR6143,472,2755,indeterminate
Rep23359,C22347,PR6161,102,1045,indeterminate
Rep23360,C22347,PR6161,101,1055,indeterminate
Rep23361,C22347,PR6161,137,1885,indeterminate
Rep23362,C22347,PR6161,111,1600,indeterminate
Rep23363,C21903,PR6276,101,1090,indeterminate
Rep23364,C21903,PR6550,132,3645,indeterminate
Rep23365,C21903,PR6474,2877,6740,No
Rep23366,C21903,PR6550,205,5860,indeterminate
Rep23367,C21903,PR6143,3446,22395,indeterminate
Rep23368,C21903,PR6522,643,5775,indeterminate
Rep23369,C21903,PR6540,296,11125,indeterminate
Rep23370,C21903,PR6248,101,2350,indeterminate
Rep23371,C21903,PR6143,3446,22395,indeterminate
Rep23372,C21903,PR6388,5655,86580,indeterminate
Rep23373,C21903,PR6184,1765,7645,indeterminate
Rep23374,C21903,PR6552,531,3055,indeterminate
Rep23375,C21903,PR6248,101,2350,indeterminate
Rep23376,C21903,PR6143,1982,12920,indeterminate
Rep23377,C21903,PR6550,246,10525,indeterminate
Rep23378,C21903,PR6552,780,5410,indeterminate
Rep23379,C21903,PR6550,152,4195,indeterminate
Rep23380,C21903,PR6550,228,6840,indeterminate
Rep23381,C21903,PR6552,977,6435,indeterminate
Rep23382,C21903,PR6522,643,5775,indeterminate
Rep23383,C21903,PR6550,200,8135,indeterminate
Rep23384,C21903,PR6388,1080,6025,indeterminate
Rep23385,C21903,PR6392,377,6650,indeterminate
Rep23386,C21903,PR6143,1879,13210,indeterminate
Rep23387,C21903,PR6143,3446,22395,indeterminate
Rep23388,C21903,PR6388,1080,6025,indeterminate
Rep23389,C21903,PR6143,3446,22710,indeterminate
Rep23390,C21903,PR6550,121,2140,No
Rep23391,C21903,PR6160,3446,22405,indeterminate
Rep23392,C21903,PR6388,1080,6025,indeterminate
Rep23393,C21903,PR6550,132,3645,indeterminate
Rep23394,C21903,PR6550,132,3645,indeterminate
Rep23395,C21903,PR6522,643,5775,indeterminate
Rep23396,C21903,PR6248,101,1800,indeterminate
Rep23397,C21138,PR6698,1212,6210,indeterminate
Rep23398,C21138,PR6358,1339,4675,indeterminate
Rep23399,C21138,PR6510,708,7370,indeterminate
Rep23400,C21138,PR6510,1712,16740,indeterminate
Rep23401,C21138,PR6247,1679,9590,indeterminate
Rep23402,C21138,PR6698,1478,3600,indeterminate
Rep23403,C21138,PR6358,1050,6645,indeterminate
Rep23404,C21138,PR6191,266,1835,indeterminate
Rep23405,C21138,PR6358,1326,5785,indeterminate
Rep23406,C21138,PR6191,300,2005,indeterminate
Rep23407,C21138,PR6358,1800,6550,indeterminate
Rep23408,C21138,PR6358,615,2730,indeterminate
Rep23409,C21138,PR6247,5367,19495,indeterminate
Rep23410,C21138,PR6358,857,5065,indeterminate
Rep23411,C21138,PR6510,1495,14705,indeterminate
Rep23412,C21138,PR6510,1034,10465,indeterminate
Rep23413,C21138,PR6191,200,1500,indeterminate
Rep23414,C21138,PR6698,1191,2665,indeterminate
Rep23415,C21138,PR6698,659,1850,indeterminate
Rep23416,C21138,PR6358,1315,3185,indeterminate
Rep23417,C21138,PR6358,443,2235,indeterminate
Rep23418,C21138,PR6510,831,10215,indeterminate
Rep23419,C21138,PR6247,5631,22580,indeterminate
Rep23420,C21138,PR6358,998,4705,indeterminate
Rep23421,C21138,PR6147,200,1060,indeterminate
Rep23422,C21138,PR6510,772,7330,indeterminate
Rep23423,C21138,PR6698,1320,4370,indeterminate
Rep23424,C21138,PR6191,340,1720,indeterminate
Rep23425,C21138,PR6510,2150,15625,indeterminate
Rep23426,C21138,PR6280,7620,25325,indeterminate
Rep23427,C21138,PR6358,175,1225,No
Rep23428,C21138,PR6247,8825,33925,indeterminate
Rep23429,C21138,PR6280,1741,4375,indeterminate
Rep23430,C21138,PR6147,112,1070,indeterminate
Rep23431,C21138,PR6358,912,4310,indeterminate
Rep23432,C21138,PR6698,6267,24370,indeterminate
Rep23433,C21138,PR6280,5355,19470,indeterminate
Rep23434,C21138,PR6280,1393,5180,indeterminate
Rep23435,C21138,PR6698,1501,5150,indeterminate
Rep23436,C21138,PR6147,333,2400,indeterminate
Rep23437,C21138,PR6247,336,1645,indeterminate
Rep23438,C21138,PR6510,1026,10715,indeterminate
Rep23439,C21138,PR6291,5674,29605,indeterminate
Rep23440,C21138,PR6291,2025,6215,indeterminate
Rep23441,C21138,PR6247,1839,6785,indeterminate
Rep23442,C21138,PR6358,3565,11865,indeterminate
Rep23443,C21138,PR6510,808,12140,indeterminate
Rep23444,C21138,PR6698,2422,7750,indeterminate
Rep23445,C21990,PR6510,343,4355,indeterminate
Rep23446,C21990,PR6358,675,3280,indeterminate
Rep23447,C21990,PR6510,233,2750,indeterminate
Rep23448,C21990,PR6698,366,1420,indeterminate
Rep23449,C21990,PR6147,109,1050,indeterminate
Rep23450,C21990,PR6247,137,1255,No
Rep23451,C21990,PR6247,137,1255,No
Rep23452,C21990,PR6698,105,1020,indeterminate
Rep23453,C21990,PR6687,642,1860,indeterminate
Rep23454,C21990,PR6358,381,2085,indeterminate
Rep23455,C21990,PR6358,675,3280,indeterminate
Rep23456,C21990,PR6280,184,1250,indeterminate
Rep23457,C21990,PR6698,105,1020,indeterminate
Rep23458,C21990,PR6358,652,2750,indeterminate
Rep23459,C21990,PR6202,388,2005,indeterminate
Rep23460,C21990,PR6213,412,3180,indeterminate
Rep23461,C21990,PR6510,233,2750,indeterminate
Rep23462,C21990,PR6358,381,2085,indeterminate
Rep23463,C21990,PR6698,366,1420,indeterminate
Rep23464,C21990,PR6280,184,1250,indeterminate
Rep23465,C21990,PR6247,137,1255,No
Rep23466,C21990,PR6698,105,1020,indeterminate
Rep23467,C21990,PR6423,103,1015,indeterminate
Rep23468,C21990,PR6412,450,2195,indeterminate
Rep23469,C21990,PR6213,412,3180,indeterminate
Rep23470,C21990,PR6147,109,1050,indeterminate
Rep23471,C21990,PR6423,257,1625,indeterminate
Rep23472,C21990,PR6423,257,1625,indeterminate
Rep23473,C21990,PR6213,172,1480,indeterminate
Rep23474,C21990,PR6423,103,1015,indeterminate
Rep23475,C21990,PR6213,172,1480,indeterminate
Rep23476,C21990,PR6510,233,2750,indeterminate
Rep23477,C21990,PR6423,103,1015,indeterminate
Rep23478,C21990,PR6510,343,4355,indeterminate
Rep23479,C21990,PR6358,411,1960,indeterminate
Rep23480,C21990,PR6510,343,4355,indeterminate
Rep23481,C21990,PR6213,412,3180,indeterminate
Rep23482,C21990,PR6213,150,1365,indeterminate
Rep23483,C21990,PR6213,172,1480,indeterminate
Rep23484,C21990,PR6358,675,3280,indeterminate
Rep23485,C21990,PR6423,257,1625,indeterminate
Rep23486,C21990,PR6147,109,1050,indeterminate
Rep23487,C21990,PR6510,144,1305,indeterminate
Rep23488,C21990,PR6698,366,1420,indeterminate
Rep23489,C21990,PR6247,186,1590,No
Rep23490,C21990,PR6280,184,1250,indeterminate
Rep23491,C21990,PR6358,411,1960,indeterminate
Rep23492,C21990,PR6510,266,1875,indeterminate
Rep23493,C21990,PR6147,118,1105,indeterminate
Rep23494,C21990,PR6358,381,2085,indeterminate
Rep23495,C22348,PR6160,121,1835,indeterminate
Rep23496,C22348,PR6331,102,1275,indeterminate
Rep23497,C22348,PR6326,106,1305,indeterminate
Rep23498,C22348,PR6286,561,3710,indeterminate
Rep23499,C22348,PR6285,613,4650,indeterminate
Rep23500,C22348,PR6286,306,3145,indeterminate
Rep23501,C22348,PR6160,197,2440,indeterminate
Rep23502,C22348,PR6150,125,1815,indeterminate
Rep23503,C22348,PR6286,2537,16885,indeterminate
Rep23504,C22348,PR6285,897,8675,indeterminate
Rep23505,C22348,PR6286,1269,10780,indeterminate
Rep23506,C22348,PR6160,188,2300,indeterminate
Rep23507,C22348,PR6290,102,1080,No
Rep23508,C22348,PR6160,177,2215,indeterminate
Rep23509,C22348,PR6160,190,2275,indeterminate
Rep23510,C22348,PR6148,106,1350,indeterminate
Rep23511,C22348,PR6148,155,3010,indeterminate
Rep23512,C22348,PR6285,1433,7245,indeterminate
Rep23513,C22348,PR6285,148,1995,indeterminate
Rep23514,C22348,PR6285,166,4255,indeterminate
Rep23515,C22348,PR6285,1217,8995,indeterminate
Rep23516,C22348,PR6285,667,5560,indeterminate
Rep23517,C22348,PR6285,101,1175,indeterminate
Rep23518,C22348,PR6286,5482,33110,indeterminate
Rep23519,C22348,PR6285,2047,13330,indeterminate
Rep23520,C22348,PR6161,196,4060,indeterminate
Rep23521,C22348,PR6148,203,5260,indeterminate
Rep23522,C22348,PR6148,118,2070,indeterminate
Rep23523,C22348,PR6286,1822,14495,indeterminate
Rep23524,C22348,PR6285,894,6005,indeterminate
Rep23525,C22348,PR6287,381,4515,indeterminate
Rep23526,C22348,PR6326,183,2775,indeterminate
Rep23527,C22348,PR6284,166,2275,indeterminate
Rep23528,C22348,PR6286,1072,10500,indeterminate
Rep23529,C22348,PR6160,166,1910,indeterminate
Rep23530,C22348,PR6287,590,5710,indeterminate
Rep23531,C22348,PR6286,145,1810,indeterminate
Rep23532,C22348,PR6284,163,3125,indeterminate
Rep23533,C22348,PR6286,348,3750,indeterminate
Rep23534,C22348,PR6148,205,9055,indeterminate
Rep23535,C22348,PR6285,1119,6765,indeterminate
Rep23536,C22074,PR6409,107,1145,indeterminate
Rep23537,C22074,PR6253,177,1775,indeterminate
Rep23538,C22074,PR6409,128,2385,indeterminate
Rep23539,C22074,PR6409,108,1215,indeterminate
Rep23540,C22074,PR6149,137,1530,indeterminate
Rep23541,C22074,PR6632,102,1035,indeterminate
Rep23542,C22074,PR6409,120,1375,indeterminate
Rep23543,C22074,PR6632,100,1035,indeterminate
Rep23544,C22074,PR6149,105,1170,indeterminate
Rep23545,C22074,PR6149,115,1440,indeterminate
Rep23546,C22074,PR6409,112,1225,indeterminate
Rep23547,C22074,PR6409,102,1165,indeterminate
Rep23548,C22074,PR6149,114,1145,indeterminate
Rep23549,C22074,PR6250,100,1262,indeterminate
Rep23550,C22074,PR6223,168,2305,indeterminate
Rep23551,C22074,PR6223,127,1300,indeterminate
Rep23552,C22074,PR6223,127,1275,indeterminate
Rep23553,C22074,PR6149,136,1865,indeterminate
Rep23554,C22074,PR6149,161,1585,indeterminate
Rep23555,C22074,PR6250,100,1262,indeterminate
Rep23556,C22074,PR6632,102,1035,indeterminate
Rep23557,C22074,PR6241,129,1690,indeterminate
Rep23558,C22074,PR6575,105,1385,indeterminate
Rep23559,C22074,PR6409,140,1465,indeterminate
Rep23560,C22074,PR6223,172,2545,indeterminate
Rep23561,C22074,PR6409,107,1470,indeterminate
Rep23562,C22074,PR6149,142,1460,indeterminate
Rep23563,C22074,PR6632,105,1070,indeterminate
Rep23564,C22074,PR6632,110,1140,indeterminate
Rep23565,C22074,PR6632,105,1070,indeterminate
Rep23566,C22074,PR6149,133,1680,indeterminate
Rep23567,C22074,PR6253,441,1790,indeterminate
Rep23568,C22074,PR6618,150,1800,indeterminate
Rep23569,C22074,PR6149,140,1345,indeterminate
Rep23570,C22074,PR6223,139,1890,indeterminate
Rep23571,C22074,PR6223,115,1180,indeterminate
Rep23572,C22074,PR6632,106,1070,indeterminate
Rep23573,C22074,PR6250,100,1262,indeterminate
Rep23574,C22074,PR6223,125,1550,indeterminate
Rep23575,C22074,PR6253,193,1780,indeterminate
Rep23576,C22074,PR6409,112,1260,indeterminate
Rep23577,C22074,PR6223,140,2365,indeterminate
Rep23578,C22074,PR6628,101,1225,indeterminate
Rep23579,C22306,PR6253,113,1375,indeterminate
Rep23580,C22306,PR6149,138,2455,indeterminate
Rep23581,C22306,PR6253,327,8315,No
Rep23582,C21815,PR6294,101,1020,indeterminate
Rep23583,C21815,PR6229,100,1015,No
Rep23584,C21815,PR6294,101,1045,indeterminate
Rep23585,C21815,PR6240,107,1205,indeterminate
Rep23586,C21815,PR6229,100,1015,No
Rep23587,C21815,PR6209,138,2520,indeterminate
Rep23588,C21815,PR6508,236,2755,indeterminate
Rep23589,C21815,PR6294,101,1020,indeterminate
Rep23590,C21815,PR6253,90,1005,indeterminate
Rep23591,C21815,PR6508,343,4155,indeterminate
Rep23592,C21815,PR6508,463,5370,indeterminate
Rep23593,C21815,PR6253,100,1015,indeterminate
Rep23594,C21815,PR6240,102,1080,indeterminate
Rep23595,C21815,PR6296,101,1050,indeterminate
Rep23596,C21815,PR6508,360,4365,indeterminate
Rep23597,C21815,PR6253,102,1050,indeterminate
Rep23598,C21815,PR6508,228,2725,indeterminate
Rep23599,C21815,PR6240,87,1045,indeterminate
Rep23600,C21815,PR6240,105,1150,indeterminate
Rep23601,C21815,PR6149,122,1385,indeterminate
Rep23602,C21815,PR6508,360,4365,indeterminate
Rep23603,C21986,PR6331,165,2695,indeterminate
Rep23604,C21986,PR6286,77,1015,indeterminate
Rep23605,C21986,PR6294,152,4530,indeterminate
Rep23606,C21986,PR6229,101,1190,indeterminate
Rep23607,C21986,PR6286,102,1220,indeterminate
Rep23608,C21986,PR6296,104,1395,indeterminate
Rep23609,C21986,PR6286,101,1105,indeterminate
Rep23610,C21986,PR6296,62,1005,indeterminate
Rep23611,C21986,PR6286,128,2680,indeterminate
Rep23612,C21986,PR6286,105,1460,indeterminate
Rep23613,C21986,PR6279,102,1025,No
Rep23614,C21986,PR6150,123,3150,indeterminate
Rep23615,C21986,PR6290,317,12885,indeterminate
Rep23616,C21986,PR6279,96,1005,indeterminate
Rep23617,C21986,PR6296,100,1010,indeterminate
Rep23618,C21986,PR6253,106,1195,indeterminate
Rep23619,C21986,PR6289,101,1235,indeterminate
Rep23620,C21986,PR6331,80,1015,indeterminate
Rep23621,C21986,PR6253,91,1010,indeterminate
Rep23622,C21986,PR6296,107,1250,indeterminate
Rep23623,C21986,PR6165,102,1125,indeterminate
Rep23624,C21986,PR6286,103,1165,indeterminate
Rep23625,C21986,PR6294,158,4900,indeterminate
Rep23626,C21986,PR6284,101,1225,indeterminate
Rep23627,C21986,PR6289,102,2325,indeterminate
Rep23628,C21986,PR6294,101,1085,indeterminate
Rep23629,C21986,PR6150,106,1480,indeterminate
Rep23630,C21986,PR6278,103,1325,indeterminate
Rep23631,C21986,PR6331,80,1020,indeterminate
Rep23632,C21986,PR6289,100,1025,No
Rep23633,C21986,PR6250,234,4995,indeterminate
Rep23634,C21986,PR6331,143,3125,indeterminate
Rep23635,C21986,PR6326,121,2125,indeterminate
Rep23636,C21986,PR6253,107,1325,indeterminate
Rep23637,C21986,PR6229,108,2265,indeterminate
Rep23638,C21986,PR6285,103,1035,indeterminate
Rep23639,C21986,PR6165,111,1715,indeterminate
Rep23640,C21986,PR6328,323,17460,indeterminate
Rep23641,C21986,PR6289,89,1020,indeterminate
Rep23642,C21986,PR6284,106,2250,indeterminate
Rep23643,C21986,PR6331,109,1400,indeterminate
Rep23644,C21986,PR6294,79,1055,indeterminate
Rep23645,C21986,PR6329,113,1260,indeterminate
Rep23646,C21986,PR6250,126,2415,indeterminate
Rep23647,C21986,PR6290,74,1025,indeterminate
Rep23648,C21986,PR6628,402,8205,No
Rep23649,C21986,PR6289,113,1740,indeterminate
Rep23650,C21986,PR6294,76,1010,indeterminate
Rep23651,C21986,PR6289,103,1220,indeterminate
Rep23652,C21986,PR6625,64,1020,indeterminate
Rep23653,C21986,PR6290,254,9740,indeterminate
Rep23654,C21986,PR6323,123,1395,indeterminate
Rep23655,C21986,PR6250,101,1005,indeterminate
Rep23656,C21986,PR6289,100,1045,No
Rep23657,C21986,PR6294,100,1060,indeterminate
Rep23658,C21449,PR6290,102,1265,indeterminate
Rep23659,C21449,PR6329,102,1015,No
Rep23660,C21449,PR6290,102,1255,indeterminate
Rep23661,C21449,PR6329,106,1995,indeterminate
Rep23662,C21449,PR6616,101,1095,indeterminate
Rep23663,C21449,PR6329,136,3660,indeterminate
Rep23664,C21449,PR6329,102,1105,indeterminate
Rep23665,C21449,PR6329,105,1110,indeterminate
Rep23666,C21449,PR6329,103,1130,indeterminate
Rep23667,C21449,PR6329,102,1010,No
Rep23668,C21449,PR6329,111,1380,indeterminate
Rep23669,C21449,PR6229,110,1300,indeterminate
Rep23670,C21449,PR6150,102,1025,indeterminate
Rep23671,C21449,PR6616,101,1010,indeterminate
Rep23672,C21449,PR6329,106,1095,indeterminate
Rep23673,C21449,PR6607,100,1025,indeterminate
Rep23674,C21449,PR6329,105,1105,indeterminate
Rep23675,C21449,PR6607,103,1335,indeterminate
Rep23676,C22151,PR6190,24366,20095,indeterminate
Rep23677,C22151,PR6176,28433,25065,indeterminate
Rep23678,C22151,PR6160,5804,13065,indeterminate
Rep23679,C22151,PR6176,6211,6050,indeterminate
Rep23680,C22151,PR6176,15033,13245,indeterminate
Rep23681,C22151,PR6190,38055,31570,indeterminate
Rep23682,C22151,PR6176,11211,11585,indeterminate
Rep23683,C22151,PR6229,600,5360,indeterminate
Rep23684,C22151,PR6190,4144,4310,indeterminate
Rep23685,C22151,PR6160,6008,12565,indeterminate
Rep23686,C22151,PR6190,14255,12120,indeterminate
Rep23687,C22151,PR6190,22500,73715,indeterminate
Rep23688,C22151,PR6160,5712,12870,indeterminate
Rep23689,C22151,PR6176,41955,35310,indeterminate
Rep23690,C22151,PR6190,48644,39155,indeterminate
